transaction_id,sender_account,receiver_account,amount,transaction_type,location,device_id,ip_address,is_suspicious
236,150,76,32562.12,Bank Transfer,New York,154d171c-8599-4afe-8878-7780191b0719,77.144.220.41,False
237,100,44,53829.43,Bank Transfer,Delhi,fdf2372c-056e-458a-8de6-35899db9d48b,2.15.65.145,False
238,8,88,40422.54,Bank Transfer,Singapore,585b46e9-e83f-44cd-8be3-27b331f8ea69,13.15.148.59,False
239,137,133,13223.38,Bank Transfer,Mumbai,ece908e8-eda0-4d3d-b511-bf3b9d5d7857,58.71.214.238,False
240,105,103,20130.64,Wallet Transfer,London,276880d2-92c1-4119-872a-3c788a06f3e6,79.12.96.51,False
241,97,78,21198.98,Wallet Transfer,Singapore,96170ca8-d776-4d13-88bb-917d381dfb55,102.215.83.182,False
242,153,33,82025.86,Wallet Transfer,Mumbai,65bfe40b-ebd4-4568-8fbc-36ccd9a7fac2,103.140.88.137,False
243,97,41,12921.02,Bank Transfer,London,ed28523c-e304-44a7-bd5d-f46df328720a,207.39.157.181,False
244,112,48,99013.57,Bank Transfer,Mumbai,7405c1c2-d8c4-46e4-ae04-71f06ff8e629,64.33.146.241,False
245,157,61,49091.76,Card Payment,London,97a05b06-ce61-496a-b4de-8a8266fdac5c,99.205.41.231,False
246,176,158,99437.41,UPI,New York,1b32b2fc-d119-4c96-80fd-0fde97b81da9,165.133.225.109,False
247,181,156,20504.9,UPI,New York,9315b1c5-a992-4c1b-96dd-0c407e259d0b,99.245.163.16,False
248,179,37,87464.1,UPI,Singapore,cb03bc83-7e31-4d76-a15c-b2ac4daee570,148.242.194.167,False
249,170,148,91451.54,Bank Transfer,New York,7134d810-c6ca-45ea-b52f-2d41400efe2a,173.139.221.122,False
250,140,161,14902.17,Card Payment,New York,17e4bda0-7f1c-4d7a-abc4-7b7cb59e53d7,88.237.208.248,False
251,87,126,37730.4,Card Payment,Singapore,1a359484-a524-44c3-9790-b44feaa4eb17,156.122.149.221,False
252,180,92,76463.64,Wallet Transfer,Singapore,126d6ee4-5317-4065-9bdb-768024327006,16.160.188.209,False
253,45,69,82837.81,UPI,Dubai,828f95f4-deba-4696-acb6-3a16e8bf42c7,192.163.200.131,False
254,27,75,42505.51,Bank Transfer,Dubai,a8b99059-7574-41ba-a1c2-83741fce78b2,89.97.40.31,False
255,47,177,41870.74,Wallet Transfer,Delhi,f9106545-a25b-473f-81a1-fb500378b620,178.194.18.86,False
256,168,88,424419.78,Bank Transfer,London,ed974047-9578-4ca5-913c-c2d2e1a8a3c8,141.88.203.43,True
257,146,83,12909.72,Wallet Transfer,New York,7755dec5-1186-423d-8717-101ee29707f0,29.17.211.191,False
258,1,78,4788.53,Bank Transfer,Singapore,b87861c5-2273-4e76-a67a-89aa68efbad2,18.47.75.231,False
259,143,128,91849.83,Wallet Transfer,Mumbai,2979a4f5-0745-4b61-a2bc-c1841cfb56f5,81.102.54.179,False
260,184,68,98092.54,Wallet Transfer,Mumbai,1bfa8405-3742-4fd6-825e-78aff89f61e4,28.143.14.133,False
261,7,170,30792.98,Bank Transfer,Dubai,7042601a-121b-4a18-b967-ad68b49c7873,44.178.173.216,False
262,66,16,5494.43,Card Payment,London,5ba4eec2-3a29-4be2-8b7c-b42a3ef30f84,164.150.181.205,False
263,138,38,38168.05,Card Payment,New York,94634a90-15dd-41e1-8fa5-acbe4237ea4a,213.158.88.47,False
264,92,34,89919.11,Bank Transfer,Delhi,96ba5650-8656-4b23-9a52-039250b7aa68,168.17.1.112,False
265,116,144,21689.91,Wallet Transfer,Mumbai,ec375285-abac-4fea-88df-b4870ce89316,77.13.37.86,False
266,107,175,35510.71,Wallet Transfer,Dubai,9841a320-7d42-4f17-aead-dfa1698d4003,179.181.191.118,False
267,15,63,41994.89,UPI,London,15a60b7c-cb04-4edb-ac26-1d4feb1ae4fe,210.137.99.244,False
268,171,26,89715.0,Bank Transfer,Singapore,5d661dfe-cc7e-4e7b-91b9-99cb452d8532,58.237.76.238,False
269,145,81,4206.2,Bank Transfer,Dubai,96202bbe-bfb8-42ef-a6f8-d199cb444aaf,178.118.181.168,False
270,137,20,64479.6,UPI,London,bb6740ff-df6c-468f-b733-22b4f026b462,45.12.197.165,False
271,16,92,98327.13,UPI,Delhi,6f91c284-ef23-47d1-8554-d884b8e88c5d,38.237.101.107,False
272,106,10,38582.08,Bank Transfer,Singapore,e4b263de-4979-4b97-8764-18eaa8cd6c98,35.114.42.120,False
273,35,177,67858.2,Bank Transfer,New York,fa137d60-88fe-4724-bd9c-48c245c8439f,94.1.123.182,False
274,36,130,10384.35,Bank Transfer,Mumbai,b3622096-1e93-4094-89f0-242377aba1d7,52.72.122.104,False
275,25,49,28044.25,UPI,Mumbai,5897967b-6969-4a4b-8472-aadb87f43831,204.123.247.75,False
276,74,51,55702.91,Bank Transfer,Dubai,a565a5c5-271d-4ff7-bf63-b3a0b505bdda,123.168.69.73,False
277,134,4,89402.03,UPI,Dubai,afbf2fd6-adcf-4114-91f1-eb80ecd7cad9,2.143.240.170,False
278,115,148,21589.24,Card Payment,Delhi,5798d370-3b9d-4233-8da2-7126b2034b93,101.212.51.189,False
279,62,175,459990.08,Wallet Transfer,Singapore,57e64f1a-8306-47cd-b33a-b82e82a066b3,169.74.62.44,True
280,182,43,22942.07,Bank Transfer,Singapore,92ce8aba-808d-4a20-96bc-b3524315bfbc,217.181.244.135,False
281,90,35,71346.04,UPI,New York,a191e891-efb6-4a4c-902b-576ce3a15523,27.223.136.71,False
282,40,152,57914.51,Card Payment,Dubai,fcd431ca-ed40-470d-bd35-4170390a8cdc,209.245.1.159,False
283,8,125,13164.73,Wallet Transfer,Mumbai,0c34d0ae-a8d5-4b6d-8675-896dca37f938,5.43.38.124,False
284,70,1,51161.76,Card Payment,Mumbai,9abc4643-c550-4629-be98-a2d44ae6c856,222.179.10.242,False
285,18,54,81356.04,UPI,Dubai,64c8ef9c-1151-4df8-ae85-09c8b1bd2113,20.39.86.207,False
286,152,56,78422.24,Card Payment,New York,39ebe9d6-3aac-45d8-a060-19421b741149,16.169.132.249,False
287,8,89,79111.56,UPI,Dubai,7044e042-8b07-444a-ac9f-3869fae8cfe3,114.98.132.65,False
288,107,31,79472.18,Wallet Transfer,Mumbai,0eed5a91-1ec3-4ed2-a3c0-ada7f351b163,213.213.254.148,False
289,7,120,26435.79,Bank Transfer,London,6cf06f31-6ef2-43d4-a968-0b0ea9eae6e7,174.49.124.103,False
290,33,168,11531.05,Bank Transfer,Dubai,a633c84a-a933-4a44-9a76-69ab5d76044c,107.24.94.107,False
291,129,98,6301.62,Bank Transfer,London,ce65e5d7-e72a-4697-886b-ded8c095174f,35.14.88.70,False
292,51,97,47871.72,Card Payment,Singapore,739e4d1b-ad41-4cd9-9c72-f0547907f69c,152.179.32.123,False
293,158,74,77615.84,UPI,Singapore,2a17df71-5a8b-496c-9637-9254b1acc439,77.215.244.46,False
294,109,106,223748.03,UPI,Dubai,572052cd-995d-4954-bf58-8385886e3b8b,95.182.57.67,True
295,23,135,6902.51,UPI,New York,06ea8cc4-6df3-433f-b44b-738fb7a0bc13,142.28.30.167,False
296,168,21,6506.36,UPI,Singapore,fff1ba1d-5858-4dfc-8224-104b866736f3,215.23.250.137,False
297,83,173,69789.47,Card Payment,Singapore,5f4cb0f9-a82a-442e-87c9-2853f9fb3f0d,29.157.135.124,False
298,159,78,68329.48,UPI,New York,699206d0-8f3a-4207-94cd-ca0220c81c28,100.146.105.158,False
299,192,56,78468.91,Bank Transfer,London,46457dac-4e8c-45ca-8ab3-12a052003a4f,130.216.213.120,False
300,92,47,752804.58,UPI,Singapore,77a35dcc-ad9b-4aea-b415-823f6cc4ee01,77.79.223.54,True
301,38,29,76321.07,Bank Transfer,London,3d2ebf91-6899-4923-af88-1a56156c3a6b,60.228.209.73,False
302,7,133,79827.61,Wallet Transfer,Singapore,7f0ec30e-23bc-4197-a855-e6984debf5b3,177.87.41.12,False
303,184,136,78528.91,Card Payment,Delhi,1758a193-0416-4514-860f-587b1e3bbeac,59.158.9.251,False
304,152,21,60063.83,Bank Transfer,Mumbai,5b23da95-f0ce-4122-b555-11cc1a9322ed,42.134.150.160,False
305,154,47,5787.55,Wallet Transfer,Dubai,597879e7-1006-4878-8631-1a2c63a23ed9,5.120.222.114,False
306,170,86,26337.25,Bank Transfer,Mumbai,456edb8c-8cdc-421c-a75d-d291d30631d1,11.46.201.134,False
307,60,173,49521.69,Card Payment,Mumbai,f230cc4d-80ef-4df0-b420-2115c246f2f7,112.129.138.114,False
308,5,37,28174.02,Wallet Transfer,Singapore,7bc8c234-8b6c-4caf-90f9-cd08d17004a2,223.198.221.58,False
309,115,80,27402.38,Bank Transfer,Singapore,828c8840-c472-43ae-8890-685c74cec7ee,155.83.26.203,False
310,3,1,10935.34,Card Payment,London,36bf5559-5837-4dd8-8cfe-1c22325f93e5,29.243.61.215,False
311,8,123,96138.26,Card Payment,Delhi,2a66de42-16e2-400f-9f4c-0df85575eb95,160.134.114.50,False
312,171,105,69858.69,Bank Transfer,Dubai,1693a09d-636e-4901-8f23-1ee9701aadcf,55.232.212.209,False
313,35,109,45093.24,Bank Transfer,Delhi,8c101a6e-4eae-4f41-b66b-0f19ea5863da,210.199.48.215,False
314,65,151,82579.05,UPI,Delhi,04cdc83a-8c5f-4696-a97f-3f05a86ce653,76.223.19.202,False
315,94,148,895674.11,Bank Transfer,New York,92d286ce-b9a6-40d7-a43b-1fbbdd49e80d,159.93.210.148,True
316,133,175,23346.61,Bank Transfer,New York,a89bb331-9540-4dad-ae8e-a47b03bb8368,154.68.214.157,False
317,90,188,22708.31,Card Payment,Mumbai,34883875-6f33-4d54-83c0-68337eaf0dc8,98.85.207.36,False
318,64,69,54768.13,UPI,Dubai,75906b01-4d49-4cbd-8a31-7564ae19c838,47.123.209.253,False
319,103,187,9433.57,Wallet Transfer,Singapore,b5610f8b-96d1-4bc3-9bf3-fb6e6e8d3115,176.37.8.218,False
320,96,90,69876.05,UPI,Singapore,40519e81-5d90-424a-9849-50b28414f3f0,47.152.188.75,False
321,17,25,85199.66,Wallet Transfer,Singapore,f8987a16-2f6a-4b32-b3fc-dab84bdaa25f,146.34.122.189,False
322,123,116,77427.96,Card Payment,Delhi,bff84794-eb59-479d-bda5-3e0047143b11,134.196.32.35,False
323,123,1,75055.32,Wallet Transfer,New York,5356e754-415a-4124-87ca-cd184aac4a13,147.126.229.236,False
324,40,125,49998.67,Bank Transfer,Singapore,4cc0fbaa-e92e-4fb0-9e61-ec1d0505b8e8,136.71.168.162,False
325,125,40,45244.41,Wallet Transfer,Singapore,83f12981-8525-4fc5-a66c-a705c553b2d1,12.66.249.69,False
326,89,183,84123.24,Wallet Transfer,Mumbai,08da7f3a-12e4-4430-aba5-7b72db88cf9a,137.59.78.196,False
327,158,87,25924.86,Card Payment,London,d420289a-e959-49a3-baa5-f8c1ac6ecde4,35.122.18.200,False
328,31,167,17345.59,Wallet Transfer,Dubai,0c938ff3-c371-459c-b300-3561bce4c01f,176.7.133.39,False
329,24,72,65754.15,Bank Transfer,Dubai,e2e1aeaf-9fb9-4f5f-98bb-87155377f50d,100.141.206.220,False
330,135,59,86788.14,UPI,Mumbai,38008e4c-9694-454e-99a8-e075ce689777,173.41.145.77,False
331,7,65,207094.86,Bank Transfer,Dubai,9e863df2-5d14-41ce-a476-c57f686269e2,178.102.87.238,True
332,123,70,63482.17,Bank Transfer,New York,0c613a94-2198-45a1-9251-f9c624a8382f,84.116.97.219,False
333,187,95,65404.72,UPI,New York,7e01097a-d900-4d81-9911-2079b26a56e0,53.117.174.209,False
334,180,86,83040.71,Wallet Transfer,Delhi,ab3f4a5d-8e87-4317-8664-ff2194878e7b,222.77.186.184,False
335,140,118,61736.32,Card Payment,Delhi,794c32f8-450a-490c-9487-badd5a85c5eb,35.253.180.52,False
336,1,148,12820.75,Bank Transfer,Dubai,3b5e6a54-3008-4251-b04e-7eebc4a31257,166.229.128.52,False
337,166,31,59048.68,Wallet Transfer,Mumbai,d65add53-5321-48c2-add9-01a0a835baf2,186.125.134.116,False
338,5,117,28642.32,UPI,Dubai,4aef5abc-f39e-44d5-a0f1-d572b9a6a41d,175.89.51.205,False
339,120,94,14799.56,Card Payment,New York,c845c75c-3ad4-41df-9e5a-59f942ceee77,74.81.96.156,False
340,131,45,89662.78,UPI,Dubai,3ceb2606-de97-4011-b8c5-8820e68e96e9,145.44.41.128,False
341,81,115,46465.4,Wallet Transfer,London,5827eb23-dc37-4f51-afdd-5a8fb514a98c,34.139.174.32,False
342,38,44,71040.97,UPI,Delhi,bd84e41c-baa3-401c-b090-5f1edf742a10,223.51.107.70,False
343,88,2,582.75,Card Payment,Dubai,4477f5e3-d024-4a8c-ad0d-5bb7df65d9d5,214.225.59.202,False
344,96,105,96293.78,Card Payment,Dubai,a7f4d183-82cc-41ed-999e-ea63530d77b0,61.34.82.130,False
345,52,101,66384.49,Card Payment,New York,4c708294-dd8a-4657-b187-3996b2230d93,15.65.7.89,False
346,85,107,96936.48,Card Payment,Delhi,53d32d6d-af75-4a9b-8275-9907a7bf70ef,117.5.111.72,False
347,82,184,60778.44,UPI,Delhi,0b40debb-64c1-4484-abc7-c4808f6fb0fe,130.231.180.55,False
348,15,134,80919.72,Card Payment,Delhi,cc231d65-0efe-4a66-9efb-c2fa3da3cc64,134.182.111.147,False
349,176,183,19799.63,Bank Transfer,Dubai,9c85c07f-b449-48f4-a624-590b62eda5a9,64.155.143.122,False
350,44,68,71498.37,Card Payment,Singapore,7b118f38-c9ad-497d-9959-7cafb96084ab,158.109.147.98,False
351,118,28,32777.47,UPI,Delhi,1150933e-fd2f-44a0-b7b0-2b708f1630d1,109.90.118.61,False
352,84,144,7090.43,Bank Transfer,Dubai,ac414043-3d23-4221-a7ad-a6e4f55be0d4,173.63.161.22,False
353,12,31,63923.3,UPI,Delhi,b9205634-aaf9-4f27-96e7-b29d4b33defe,117.60.18.39,False
354,136,46,41596.98,Card Payment,London,88787afb-6d4b-4d17-947c-e256c6dc280e,11.210.142.123,False
355,108,132,62150.02,Card Payment,Mumbai,8b6df32a-be82-414f-8fe9-3f9f31f3add7,30.143.128.42,False
356,111,115,82950.97,Card Payment,Delhi,bf2fb1df-e05c-4f02-bb4f-b77190f73742,31.231.171.130,False
357,175,137,11004.06,Card Payment,Dubai,d981e7ae-67db-41ca-ad52-81b8b0066e7a,171.90.245.49,False
358,21,22,85850.49,UPI,London,65660bd5-a257-431b-a183-c50a5439cbb3,126.27.0.168,False
359,111,59,24374.45,Bank Transfer,Mumbai,cd3d0c2d-6607-42d9-82b4-af0761dff051,91.87.14.209,False
360,29,50,28279.03,Wallet Transfer,Dubai,ca3248a1-0209-401b-8825-da7221c6cebd,153.155.144.240,False
361,9,113,69071.75,Bank Transfer,Singapore,a9eea5b3-2b48-44ce-b0d4-3e98908cdc12,133.201.16.121,False
362,37,102,47863.71,Card Payment,Delhi,540ef770-d841-4f41-9ed3-4aa2a4444ca8,177.95.30.169,False
363,146,23,21010.23,Wallet Transfer,Mumbai,a4670562-fbf9-4762-8d4d-d37795f14a65,67.197.48.128,False
364,77,45,31579.15,Wallet Transfer,Dubai,ad8550ec-d61e-4a2c-8670-8d43808d4888,26.223.57.49,False
365,165,151,12485.96,UPI,London,912e8f93-49f5-4cbe-9ab6-3263cdc50cc0,142.238.70.9,False
366,112,127,19892.59,Bank Transfer,Singapore,89a98fc3-5d80-4168-8465-d75901caa7cd,130.176.134.245,False
367,53,34,97204.63,Card Payment,New York,3c6b62f8-a090-492c-931d-0e82c3ef2e3b,116.215.186.48,False
368,98,17,21369.76,Wallet Transfer,Delhi,ad148c3a-eab3-4c91-be99-b86bb973eb8d,93.204.203.60,False
369,113,30,39926.98,UPI,Dubai,4028c1c5-a43b-4b0a-97a6-6c2ac5aa3501,48.118.96.218,False
370,191,187,28062.14,Card Payment,New York,609da896-d218-42f6-8e91-7ff7b61e0ad2,110.252.22.242,False
371,153,165,46185.5,Bank Transfer,Mumbai,2b005bf1-8374-414c-9561-9f09f56444df,124.54.69.222,False
372,87,187,10282.59,Wallet Transfer,London,70ba3d2c-98b6-4fd9-9beb-cbac32be2024,209.54.162.236,False
373,119,151,99648.09,Card Payment,London,12556b53-f546-447e-a2be-65b75babcba6,66.11.78.143,False
374,5,163,61585.71,Bank Transfer,Mumbai,bd033f73-1c8e-44fd-af0f-1bfd44c16b6a,112.153.192.168,False
375,155,26,72958.51,Bank Transfer,Mumbai,b9c7251d-ddf5-4737-9461-62de04e4afb1,216.250.49.87,False
376,126,177,94686.48,Card Payment,Singapore,b6bb7e9a-5c0a-4922-9f27-97bd43c6369e,108.174.97.102,False
377,119,150,6719.02,Bank Transfer,Mumbai,e10339cf-78f4-4bce-bda7-ebcf930bdf66,212.9.15.57,False
378,97,16,47861.07,UPI,Delhi,f5d82044-4a9e-40ae-8a90-04756c83cdf6,180.22.90.20,False
379,152,175,79018.21,Bank Transfer,New York,d8a21ff5-dd4c-4c75-b0f7-68832e21d711,13.9.182.132,False
380,185,124,37884.29,UPI,London,6b968501-80ee-44ef-a700-352ce7466fa1,205.77.163.14,False
381,133,49,8504.85,Wallet Transfer,Dubai,f026c05c-33f6-464d-a902-9feced2b14c2,170.27.136.64,False
382,121,162,5373.66,Bank Transfer,Delhi,471e8161-3b88-4d40-8938-a8dc45af1b8c,50.228.36.186,False
383,174,134,78948.78,UPI,Mumbai,eb0d042e-186d-476d-acee-69d722805234,42.165.30.84,False
384,134,44,72448.67,Bank Transfer,Dubai,132b8779-7ef3-4221-8c01-cd5e8dc0bf75,37.142.22.245,False
385,35,134,33914.03,Card Payment,New York,36fb8fa7-69c4-484e-9e77-fb395c221742,197.244.155.125,False
386,99,115,6432.76,UPI,Delhi,84a7a09c-aa33-41f4-8a32-b5505d0e2e39,122.65.210.9,False
387,57,87,7672.98,Card Payment,New York,13419341-fcb3-44d8-88b1-b6985672d072,210.237.105.68,False
388,11,96,63425.85,Bank Transfer,Dubai,ace7d437-7b8f-4030-9a24-8d7e6e4415ed,8.171.165.14,False
389,3,123,18416.52,Card Payment,Singapore,dfd793a9-c46d-4d93-a710-47ac2fc6415e,106.97.176.10,False
390,1,155,7069.82,UPI,Mumbai,27a4c2ee-8bf1-47ad-b981-8bcb119e2aaf,31.38.238.20,False
391,25,129,56026.09,UPI,Mumbai,d52b9331-3f54-4357-a092-2a2d65038f0c,64.238.203.223,False
392,124,68,22065.7,Card Payment,Mumbai,768e9eb7-07e8-480c-a4e6-ac873c3b8a07,144.229.226.15,False
393,190,111,14152.07,UPI,Delhi,cc691907-ef18-42be-9474-84fe40e46ffa,147.157.122.21,False
394,67,126,17910.74,Bank Transfer,New York,e7231ba0-5907-4bcb-84ec-b559691e8fd9,87.82.7.203,False
395,177,85,33059.29,Card Payment,London,4c2464f0-a472-44cf-b4ce-cb0009cae600,133.142.121.80,False
396,36,72,33164.86,UPI,Dubai,0fb3ed01-6e8d-4ce3-8b5f-f5488c3bc281,220.168.20.48,False
397,47,20,62053.45,Wallet Transfer,Delhi,0eb0d93a-6bc6-495d-9139-d1110450c91f,185.229.37.73,False
398,64,31,8452.36,Card Payment,Dubai,3975156e-c191-4aa1-bab0-1ded5813886b,167.108.71.14,False
399,163,165,520395.91,Bank Transfer,Delhi,ed103b7a-b0d8-4bd3-a48d-4e0673dfaf1c,122.101.101.195,True
400,66,134,981527.48,Card Payment,London,f3462283-dc7e-4266-8fb6-b60f1a37ce62,108.43.129.223,True
401,125,31,39252.94,Card Payment,Delhi,1bd09d85-7b96-4f68-b9d5-054e67fbc3a2,69.93.154.2,False
402,109,9,47515.33,Bank Transfer,Mumbai,5f853818-cf5d-4754-9ff6-bc30cbb89d90,176.24.114.35,False
403,111,184,75694.29,Wallet Transfer,Dubai,df32a743-e5b8-48bb-84a4-4c2ca56a5e3e,145.68.225.110,False
404,10,165,45960.64,Bank Transfer,New York,f3a3dfa2-f2fb-4ecd-a58b-cf132aaaab3d,17.240.141.231,False
405,36,176,59820.19,Card Payment,London,1a0c35ef-8165-4db9-aaaa-14464f141479,10.108.177.138,False
406,85,23,78878.47,Wallet Transfer,Singapore,4cc1ee72-2fe0-422f-9d5e-b0bebc354796,165.35.201.143,False
407,181,41,52601.37,Bank Transfer,New York,418b4a8f-32f7-4f27-9b48-845734fe8b8b,16.57.161.178,False
408,6,135,29200.82,Bank Transfer,Mumbai,b8eab436-5b7f-4a7f-a1b6-9afba277554a,152.95.111.251,False
409,66,11,72347.14,Wallet Transfer,Delhi,8beabd4b-ad6a-4203-a217-52b61c969bf6,176.4.245.65,False
410,72,64,572774.88,Wallet Transfer,Mumbai,ec01285e-53d5-4682-a901-9f6c25e573b8,206.166.156.240,True
411,103,125,41944.85,Wallet Transfer,London,409cd39c-9570-46e8-bc1b-4f49cc822b95,63.247.10.95,False
412,14,22,7385.72,Wallet Transfer,Dubai,c1f7c7f1-f8bc-4846-870c-37bcd0cecb50,150.204.208.109,False
413,173,183,94827.02,Card Payment,London,b0bdd93a-ba5d-42e8-85da-222b8f2f7ca8,130.140.217.215,False
414,30,62,16533.77,Bank Transfer,Mumbai,b371394c-bcad-482f-b96e-866be851921e,102.90.53.111,False
415,71,170,295156.45,UPI,Delhi,6f56db0b-1a15-4134-ae92-fd974adaf813,194.196.53.233,True
416,143,62,87164.09,UPI,London,d22d1748-b4fa-4e88-a50d-47454a62d583,132.235.255.67,False
417,60,141,53256.39,Bank Transfer,Delhi,7836c0f0-e440-4233-874c-3a23aaec5e53,157.162.85.173,False
418,141,180,90493.82,Wallet Transfer,Singapore,7f89521a-6109-4914-b608-dd6a80ff1294,111.206.202.182,False
419,2,76,57290.15,Wallet Transfer,New York,73aeb66e-cefc-464d-88da-8a6d18d2c702,26.183.93.150,False
420,183,114,30521.22,Bank Transfer,New York,0bcaa2f5-e456-4e78-8230-1ec64c3780ca,124.23.155.113,False
421,47,138,24481.88,Bank Transfer,London,806ac492-08a3-42c1-bbb5-7b2eb7993676,58.195.228.78,False
422,37,87,42530.9,UPI,Singapore,1265e3c9-c1e7-4fb7-a137-7ef289f171ad,43.79.53.45,False
423,20,134,60751.55,UPI,Singapore,b82ccafa-b85e-4c96-af71-18b0d05b5a08,187.93.239.146,False
424,52,67,92750.99,Bank Transfer,Dubai,9fd29e8b-e30b-4821-9998-be69ff03d56d,125.227.92.51,False
425,111,191,62625.69,Bank Transfer,Mumbai,a67ef3a2-ca44-4862-bfff-07211bfe5be0,74.24.122.177,False
426,116,159,83755.43,Card Payment,London,e7b9902b-6cc1-489d-9141-14eb5d2f2785,221.81.48.64,False
427,191,154,50396.39,Bank Transfer,Singapore,d5861819-9650-4c9b-a917-b45671b35745,95.191.147.22,False
428,25,70,39771.73,Card Payment,Mumbai,97b266db-2da8-4277-b9a6-c283d6dd9585,102.242.164.47,False
429,77,109,14139.78,Wallet Transfer,Singapore,bd0baf83-9516-4839-a84a-8ccb3d7311c0,73.62.141.151,False
430,88,11,1226.04,Card Payment,Delhi,5cbaab0d-b238-40e3-9ed0-53e9ebce08b1,164.131.197.70,False
431,63,6,32116.8,Card Payment,Dubai,66442226-d5e6-4895-b103-d122db35a18b,81.66.122.82,False
432,4,100,90700.57,Card Payment,Delhi,74e5b30f-d5b6-448e-813d-f6d0bf4dcf27,94.155.87.51,False
433,44,165,464879.73,Card Payment,Singapore,f807c965-3c67-4266-bd11-a85862566254,202.96.93.223,True
434,126,85,13340.84,UPI,London,2e3e9ede-027d-4d48-ad50-6808579c4425,186.71.242.111,False
435,16,63,89040.52,UPI,London,fda31347-9e4e-44b9-ab40-55243db2fcaf,60.88.62.123,False
436,17,167,91818.5,Card Payment,London,75d7ac19-c88a-4aeb-bffb-3128c26d90b4,175.100.64.77,False
437,166,76,16869.94,Wallet Transfer,Singapore,f85fb758-07c1-4faa-b433-5c3e35817fcb,220.108.113.61,False
438,1,130,17498.84,Card Payment,Dubai,898c50e8-294d-4da3-9be5-3b9aa0e28561,4.14.145.30,False
439,20,134,74478.65,UPI,Dubai,21dfe55c-b1cc-4b69-9aea-8555471ee455,95.66.106.26,False
440,115,18,45342.65,Card Payment,New York,c37880f7-dca8-42fc-b472-8dd87fba26be,96.160.235.107,False
441,156,9,56383.36,Wallet Transfer,Singapore,9f7d3088-3ca0-4110-bf64-13f4670c6407,92.49.187.113,False
442,174,72,63245.27,UPI,New York,325d2c40-e87f-49e3-b246-e868b45f1219,160.218.205.229,False
443,3,18,7455.17,Bank Transfer,London,82966321-4246-4242-b80e-fcd903e1ca5f,178.109.169.238,False
444,14,166,484805.29,Card Payment,New York,fc46baed-88a2-4951-bc44-ec2f7461b984,54.184.74.139,True
445,53,27,33138.46,Bank Transfer,Singapore,334c312a-4d4a-4bc5-8304-46357ae11530,145.137.252.136,False
446,173,143,63680.29,UPI,Singapore,26efb0d9-a2c8-4499-b6ed-d2c5d040b768,17.166.198.27,False
447,161,14,15831.23,Card Payment,Mumbai,fee18f9a-7234-417e-931a-e1903935895c,71.124.135.130,False
448,18,69,26568.94,Bank Transfer,New York,845be6ec-4d73-4174-a0e6-97a9fb37ee72,173.172.33.43,False
449,73,142,82555.39,Card Payment,New York,0cb7c474-5cfd-4b84-a227-4295a4a1b793,88.34.55.69,False
450,47,72,65207.63,Bank Transfer,Mumbai,580947e2-8008-417b-b99a-f59cb30aa5e5,107.217.43.243,False
451,94,123,44999.75,Card Payment,New York,d468ffcc-4241-43da-8ced-6ce522c0bd79,64.48.107.0,False
452,107,17,11117.59,Card Payment,Singapore,47131044-36cc-4578-bb82-2279b1b45cea,45.219.163.252,False
453,119,153,51695.44,Wallet Transfer,London,9d356e03-d7f3-49c5-8995-bd075b966b52,158.191.134.91,False
454,131,149,24113.41,Card Payment,New York,7a47f2e9-e26c-45ab-86d2-9c45f2c1c9e4,194.183.155.228,False
455,129,30,28538.81,Bank Transfer,Dubai,cd85c2e8-ba19-4251-bfb5-633f3b189b89,125.77.65.30,False
456,170,83,21706.25,Card Payment,Dubai,06dc08d9-90f2-41fc-ab8d-d6ac3e46c673,177.196.170.129,False
457,69,164,83994.78,Wallet Transfer,New York,71654345-c2fd-471e-b136-0f25be13afc3,89.144.217.87,False
458,105,168,85909.64,Wallet Transfer,New York,a3e94c66-0084-492b-9159-16689aa806df,152.214.41.82,False
459,176,13,90809.51,Bank Transfer,New York,5b2790c4-a9af-481f-9659-9d1c562515c7,171.202.58.210,False
460,11,47,74169.83,Wallet Transfer,London,a4660151-0c43-4387-98b6-6d3330c9c63a,190.26.233.215,False
461,39,178,88347.05,Wallet Transfer,Delhi,8c9d67fe-c6c4-4cfd-91ec-24013d0a65cb,46.231.1.123,False
462,108,158,84443.54,UPI,Delhi,b429f572-ef7a-443a-b2a6-854c322a378e,163.111.142.103,False
463,52,156,6556.04,Card Payment,Mumbai,dcc8c8a3-aef6-4097-b562-3d7b0668682a,202.248.184.190,False
464,9,44,99453.22,Bank Transfer,London,a781afcc-6573-4a7d-8c79-d4889019d6eb,43.210.170.121,False
465,38,102,49899.34,Wallet Transfer,London,90c4a960-946e-4dce-8243-2d15c5541b5c,185.62.224.4,False
466,128,93,70682.75,Wallet Transfer,New York,f0515f2a-1e9a-4a92-8257-efa4e1883e03,175.237.207.75,False
467,165,94,65050.68,Card Payment,Singapore,d502d49e-bed0-47e9-b7d1-ea6c7ab50f64,121.76.177.174,False
468,72,7,28912.53,Wallet Transfer,New York,75d4d6f8-fde9-413f-96d3-018a576a5ff2,175.2.152.215,False
469,151,186,63779.06,UPI,Mumbai,b4a77155-f338-4bae-887a-b9f5810c5028,111.122.199.28,False
470,182,149,17629.9,Bank Transfer,Dubai,6255d5e4-b916-4a00-9edf-6c5ce940cc08,112.225.228.195,False
